type	name	value	zone	address	bytes	access	other
Factory	I2C3_TIMEOUTR	0x0	Memory	0x40007814	4	readWrite	strong	
Factory	I2C3_ISR	0x0	Memory	0x40007818	4	readWrite	strong	
Factory	I2C3_ICR	0x0	Memory	0x4000781c	4	writeOnly	strong	
Factory	I2C3_PECR	0x0	Memory	0x40007820	4	readOnly	strong	
Factory	I2C3_RXDR	0x0	Memory	0x40007824	4	readOnly	strong	
Factory	I2C3_TXDR	0x0	Memory	0x40007828	4	readWrite	strong	
Factory	IWDG_KR	0x0	Memory	0x40003000	4	writeOnly	strong	
Factory	IWDG_PR	0x0	Memory	0x40003004	4	readWrite	strong	
Factory	IWDG_RLR	0xfff	Memory	0x40003008	4	readWrite	strong	
Factory	IWDG_SR	0x0	Memory	0x4000300c	4	readOnly	strong	
Factory	IWDG_WINR	0xfff	Memory	0x40003010	4	readWrite	strong	
Factory	WWDG_CR	0x7f	Memory	0x40002c00	4	readWrite	strong	
Factory	WWDG_CFR	0x7f	Memory	0x40002c04	4	readWrite	strong	
Factory	WWDG_SR	0x0	Memory	0x40002c08	4	readWrite	strong	
Factory	RTC_TR	0x0	Memory	0x40002800	4	readWrite	strong	
Factory	RTC_DR	0x2101	Memory	0x40002804	4	readWrite	strong	
Factory	RTC_CR	0x0	Memory	0x40002808	4	readWrite	strong	
Factory	RTC_ISR	0x7	Memory	0x4000280c	4	readWrite	strong	
Factory	RTC_PRER	0x7f00ff	Memory	0x40002810	4	readWrite	strong	
Factory	RTC_WUTR	0xffff	Memory	0x40002814	4	readWrite	strong	
Factory	RTC_ALRMAR	0x0	Memory	0x4000281c	4	readWrite	strong	
Factory	RTC_ALRMBR	0x0	Memory	0x40002820	4	readWrite	strong	
Factory	RTC_WPR	0x0	Memory	0x40002824	4	writeOnly	strong	
Factory	RTC_SSR	0x0	Memory	0x40002828	4	readOnly	strong	
Factory	RTC_SHIFTR	0x0	Memory	0x4000282c	4	writeOnly	strong	
Factory	RTC_TSTR	0x0	Memory	0x40002830	4	readOnly	strong	
Factory	RTC_TSDR	0x0	Memory	0x40002834	4	readOnly	strong	
Factory	RTC_TSSSR	0x0	Memory	0x40002838	4	readOnly	strong	
Factory	RTC_CALR	0x0	Memory	0x4000283c	4	readWrite	strong	
Factory	RTC_TAFCR	0x0	Memory	0x40002840	4	readWrite	strong	
Factory	RTC_ALRMASSR	0x0	Memory	0x40002844	4	readWrite	strong	
Factory	RTC_ALRMBSSR	0x0	Memory	0x40002848	4	readWrite	strong	
Factory	RTC_BKP0R	0x0	Memory	0x40002850	4	readWrite	strong	
Factory	RTC_BKP1R	0x0	Memory	0x40002854	4	readWrite	strong	
Factory	RTC_BKP2R	0x0	Memory	0x40002858	4	readWrite	strong	
Factory	RTC_BKP3R	0x0	Memory	0x4000285c	4	readWrite	strong	
Factory	RTC_BKP4R	0x0	Memory	0x40002860	4	readWrite	strong	
Factory	RTC_BKP5R	0x0	Memory	0x40002864	4	readWrite	strong	
Factory	RTC_BKP6R	0x0	Memory	0x40002868	4	readWrite	strong	
Factory	RTC_BKP7R	0x0	Memory	0x4000286c	4	readWrite	strong	
Factory	RTC_BKP8R	0x0	Memory	0x40002870	4	readWrite	strong	
Factory	RTC_BKP9R	0x0	Memory	0x40002874	4	readWrite	strong	
Factory	RTC_BKP10R	0x0	Memory	0x40002878	4	readWrite	strong	
Factory	RTC_BKP11R	0x0	Memory	0x4000287c	4	readWrite	strong	
Factory	RTC_BKP12R	0x0	Memory	0x40002880	4	readWrite	strong	
Factory	RTC_BKP13R	0x0	Memory	0x40002884	4	readWrite	strong	
Factory	RTC_BKP14R	0x0	Memory	0x40002888	4	readWrite	strong	
Factory	RTC_BKP15R	0x0	Memory	0x4000288c	4	readWrite	strong	
Factory	RTC_BKP16R	0x0	Memory	0x40002890	4	readWrite	strong	
Factory	RTC_BKP17R	0x0	Memory	0x40002894	4	readWrite	strong	
Factory	RTC_BKP18R	0x0	Memory	0x40002898	4	readWrite	strong	
Factory	RTC_BKP19R	0x0	Memory	0x4000289c	4	readWrite	strong	
Factory	RTC_BKP20R	0x0	Memory	0x400028a0	4	readWrite	strong	
Factory	RTC_BKP21R	0x0	Memory	0x400028a4	4	readWrite	strong	
Factory	RTC_BKP22R	0x0	Memory	0x400028a8	4	readWrite	strong	
Factory	RTC_BKP23R	0x0	Memory	0x400028ac	4	readWrite	strong	
Factory	RTC_BKP24R	0x0	Memory	0x400028b0	4	readWrite	strong	
Factory	RTC_BKP25R	0x0	Memory	0x400028b4	4	readWrite	strong	
Factory	RTC_BKP26R	0x0	Memory	0x400028b8	4	readWrite	strong	
Factory	RTC_BKP27R	0x0	Memory	0x400028bc	4	readWrite	strong	
Factory	RTC_BKP28R	0x0	Memory	0x400028c0	4	readWrite	strong	
Factory	RTC_BKP29R	0x0	Memory	0x400028c4	4	readWrite	strong	
Factory	RTC_BKP30R	0x0	Memory	0x400028c8	4	readWrite	strong	
Factory	RTC_BKP31R	0x0	Memory	0x400028cc	4	readWrite	strong	
Factory	TIM6_CR1	0x0	Memory	0x40001000	4	readWrite	strong	
Factory	TIM6_CR2	0x0	Memory	0x40001004	4	readWrite	strong	
Factory	TIM6_DIER	0x0	Memory	0x4000100c	4	readWrite	strong	
Factory	TIM6_SR	0x0	Memory	0x40001010	4	readWrite	strong	
Factory	TIM6_EGR	0x0	Memory	0x40001014	4	writeOnly	strong	
Factory	TIM6_CNT	0x0	Memory	0x40001024	4	readWrite	strong	
Factory	TIM6_PSC	0x0	Memory	0x40001028	4	readWrite	strong	
Factory	TIM6_ARR	0x0	Memory	0x4000102c	4	readWrite	strong	
Factory	TIM7_CR1	0x0	Memory	0x40001400	4	readWrite	strong	
Factory	TIM7_CR2	0x0	Memory	0x40001404	4	readWrite	strong	
Factory	TIM7_DIER	0x0	Memory	0x4000140c	4	readWrite	strong	
Factory	TIM7_SR	0x0	Memory	0x40001410	4	readWrite	strong	
Factory	TIM7_EGR	0x0	Memory	0x40001414	4	writeOnly	strong	
Factory	TIM7_CNT	0x0	Memory	0x40001424	4	readWrite	strong	
Factory	TIM7_PSC	0x0	Memory	0x40001428	4	readWrite	strong	
Factory	TIM7_ARR	0x0	Memory	0x4000142c	4	readWrite	strong	
Factory	DAC1_CR	0x0	Memory	0x40007400	4	readWrite	strong	
Factory	DAC1_SWTRIGR	0x0	Memory	0x40007404	4	writeOnly	strong	
Factory	DAC1_DHR12R1	0x0	Memory	0x40007408	4	readWrite	strong	
Factory	DAC1_DHR12L1	0x0	Memory	0x4000740c	4	readWrite	strong	
Factory	DAC1_DHR8R1	0x0	Memory	0x40007410	4	readWrite	strong	
Factory	DAC1_DHR12R2	0x0	Memory	0x40007414	4	readWrite	strong	
Factory	DAC1_DHR12L2	0x0	Memory	0x40007418	4	readWrite	strong	
Factory	DAC1_DHR8R2	0x0	Memory	0x4000741c	4	readWrite	strong	
Factory	DAC1_DHR12RD	0x0	Memory	0x40007420	4	readWrite	strong	
Factory	DAC1_DHR12LD	0x0	Memory	0x40007424	4	readWrite	strong	
Factory	DAC1_DHR8RD	0x0	Memory	0x40007428	4	readWrite	strong	
Factory	DAC1_DOR1	0x0	Memory	0x4000742c	4	readOnly	strong	
Factory	DAC1_DOR2	0x0	Memory	0x40007430	4	readOnly	strong	
Factory	DAC1_SR	0x0	Memory	0x40007434	4	readWrite	strong	
Factory	DAC2_CR	0x0	Memory	0x40009800	4	readWrite	strong	
Factory	DAC2_SWTRIGR	0x0	Memory	0x40009804	4	writeOnly	strong	
Factory	DAC2_DHR12R1	0x0	Memory	0x40009808	4	readWrite	strong	
Factory	DAC2_DHR12L1	0x0	Memory	0x4000980c	4	readWrite	strong	
Factory	DAC2_DHR8R1	0x0	Memory	0x40009810	4	readWrite	strong	
Factory	DAC2_DHR12R2	0x0	Memory	0x40009814	4	readWrite	strong	
Factory	DAC2_DHR12L2	0x0	Memory	0x40009818	4	readWrite	strong	
Factory	DAC2_DHR8R2	0x0	Memory	0x4000981c	4	readWrite	strong	
Factory	DAC2_DHR12RD	0x0	Memory	0x40009820	4	readWrite	strong	
Factory	DAC2_DHR12LD	0x0	Memory	0x40009824	4	readWrite	strong	
Factory	DAC2_DHR8RD	0x0	Memory	0x40009828	4	readWrite	strong	
Factory	DAC2_DOR1	0x0	Memory	0x4000982c	4	readOnly	strong	
Factory	DAC2_DOR2	0x0	Memory	0x40009830	4	readOnly	strong	
Factory	DAC2_SR	0x0	Memory	0x40009834	4	readWrite	strong	
Factory	NVIC_ICTR	0x2	Memory	0xe000e004	4	readOnly	strong	
Factory	NVIC_ISER0	0x0	Memory	0xe000e100	4	readWrite	strong	
Factory	NVIC_ISER1	0x0	Memory	0xe000e104	4	readWrite	strong	
Factory	NVIC_ISER2	0x0	Memory	0xe000e108	4	readWrite	strong	
Factory	NVIC_ICER0	0x0	Memory	0xe000e180	4	readWrite	strong	
Factory	NVIC_ICER1	0x0	Memory	0xe000e184	4	readWrite	strong	
Factory	NVIC_ICER2	0x0	Memory	0xe000e188	4	readWrite	strong	
Factory	NVIC_ISPR0	0x0	Memory	0xe000e200	4	readWrite	strong	
Factory	NVIC_ISPR1	0x0	Memory	0xe000e204	4	readWrite	strong	
Factory	NVIC_ISPR2	0x0	Memory	0xe000e208	4	readWrite	strong	
Factory	NVIC_ICPR0	0x0	Memory	0xe000e280	4	readWrite	strong	
Factory	NVIC_ICPR1	0x0	Memory	0xe000e284	4	readWrite	strong	
Factory	NVIC_ICPR2	0x0	Memory	0xe000e288	4	readWrite	strong	
Factory	NVIC_IABR0	0x0	Memory	0xe000e300	4	readOnly	strong	
Factory	NVIC_IABR1	0x0	Memory	0xe000e304	4	readOnly	strong	
Factory	NVIC_IABR2	0x0	Memory	0xe000e308	4	readOnly	strong	
Factory	NVIC_IPR0	0x0	Memory	0xe000e400	4	readWrite	strong	
Factory	NVIC_IPR1	0x0	Memory	0xe000e404	4	readWrite	strong	
Factory	NVIC_IPR2	0x0	Memory	0xe000e408	4	readWrite	strong	
Factory	NVIC_IPR3	0x0	Memory	0xe000e40c	4	readWrite	strong	
Factory	NVIC_IPR4	0x0	Memory	0xe000e410	4	readWrite	strong	
Factory	NVIC_IPR5	0x0	Memory	0xe000e414	4	readWrite	strong	
Factory	NVIC_IPR6	0x0	Memory	0xe000e418	4	readWrite	strong	
Factory	NVIC_IPR7	0x0	Memory	0xe000e41c	4	readWrite	strong	
Factory	NVIC_IPR8	0x0	Memory	0xe000e420	4	readWrite	strong	
Factory	NVIC_IPR9	0x0	Memory	0xe000e424	4	readWrite	strong	
Factory	NVIC_IPR10	0x0	Memory	0xe000e428	4	readWrite	strong	
Factory	NVIC_IPR11	0x0	Memory	0xe000e42c	4	readWrite	strong	
Factory	NVIC_IPR12	0x0	Memory	0xe000e430	4	readWrite	strong	
Factory	NVIC_IPR13	0x0	Memory	0xe000e434	4	readWrite	strong	
Factory	NVIC_IPR14	0x0	Memory	0xe000e438	4	readWrite	strong	
Factory	NVIC_IPR15	0x0	Memory	0xe000e43c	4	readWrite	strong	
Factory	NVIC_IPR16	0x0	Memory	0xe000e440	4	readWrite	strong	
Factory	NVIC_IPR17	0x0	Memory	0xe000e444	4	readWrite	strong	
Factory	NVIC_IPR18	0x0	Memory	0xe000e448	4	readWrite	strong	
Factory	NVIC_IPR19	0x0	Memory	0xe000e44c	4	readWrite	strong	
Factory	NVIC_IPR20	0x0	Memory	0xe000e450	4	readWrite	strong	
Factory	CPACR	0xf00000	Memory	0xe000ed88	4	readWrite	strong	
Factory	FPCCR	0xc0000000	Memory	0xe000ef34	4	readWrite	strong	
Factory	FPCAR	0x0	Memory	0xe000ef38	4	readWrite	strong	
Factory	FPDSCR	0x0	Memory	0xe000ef3c	4	readWrite	strong	
Factory	MVFR0	0x10110021	Memory	0xe000ef40	4	readOnly	strong	
Factory	MVFR1	0x11000011	Memory	0xe000ef44	4	readOnly	strong	
Factory	DBGMCU_IDCODE	0x10016438	Memory	0xe0042000	4	readOnly	strong	
Factory	DBGMCU_CR	0x0	Memory	0xe0042004	4	readWrite	strong	
Factory	DBGMCU_APB1FZ	0x1800	Memory	0xe0042008	4	readWrite	strong	
Factory	DBGMCU_APB2FZ	0x0	Memory	0xe004200c	4	readWrite	strong	
Factory	TIM1_CR1	0x0	Memory	0x40012c00	4	readWrite	strong	
Factory	TIM1_CR2	0x0	Memory	0x40012c04	4	readWrite	strong	
Factory	TIM1_SMCR	0x0	Memory	0x40012c08	4	readWrite	strong	
Factory	TIM1_DIER	0x0	Memory	0x40012c0c	4	readWrite	strong	
Factory	TIM1_SR	0x0	Memory	0x40012c10	4	readWrite	strong	
Factory	TIM1_EGR	0x0	Memory	0x40012c14	4	writeOnly	strong	
Factory	TIM1_CCMR1_Output	0x0	Memory	0x40012c18	4	readWrite	strong	
Factory	TIM1_CCMR1_Input	0x0	Memory	0x40012c18	4	readWrite	strong	
Factory	TIM1_CCMR2_Output	0x0	Memory	0x40012c1c	4	readWrite	strong	
Factory	TIM1_CCMR2_Input	0x0	Memory	0x40012c1c	4	readWrite	strong	
Factory	TIM1_CCER	0x0	Memory	0x40012c20	4	readWrite	strong	
Factory	TIM1_CNT	0x0	Memory	0x40012c24	4	readWrite	strong	
Factory	TIM1_PSC	0x0	Memory	0x40012c28	4	readWrite	strong	
Factory	TIM1_ARR	0x0	Memory	0x40012c2c	4	readWrite	strong	
Factory	TIM1_RCR	0x0	Memory	0x40012c30	4	readWrite	strong	
Factory	TIM1_CCR1	0x0	Memory	0x40012c34	4	readWrite	strong	
Factory	TIM1_CCR2	0x0	Memory	0x40012c38	4	readWrite	strong	
Factory	TIM1_CCR3	0x0	Memory	0x40012c3c	4	readWrite	strong	
Factory	TIM1_CCR4	0x0	Memory	0x40012c40	4	readWrite	strong	
Factory	TIM1_BDTR	0x0	Memory	0x40012c44	4	readWrite	strong	
Factory	TIM1_DCR	0x0	Memory	0x40012c48	4	readWrite	strong	
Factory	TIM1_DMAR	0x0	Memory	0x40012c4c	4	readWrite	strong	
Factory	TIM1_CCMR3_Output	0x0	Memory	0x40012c54	4	readWrite	strong	
Factory	TIM1_CCR5	0x0	Memory	0x40012c58	4	readWrite	strong	
Factory	TIM1_CCR6	0x0	Memory	0x40012c5c	4	readWrite	strong	
Factory	TIM1_OR	0x0	Memory	0x40012c60	4	readWrite	strong	
Factory	ADC1_ISR	0x0	Memory	0x50000000	4	readWrite	strong	
Factory	ADC1_IER	0x0	Memory	0x50000004	4	readWrite	strong	
Factory	ADC1_CR	0x0	Memory	0x50000008	4	readWrite	strong	
Factory	ADC1_CFGR	0x0	Memory	0x5000000c	4	readWrite	strong	
Factory	ADC1_SMPR1	0x0	Memory	0x50000014	4	readWrite	strong	
Factory	ADC1_SMPR2	0x0	Memory	0x50000018	4	readWrite	strong	
Factory	ADC1_TR1	0x0	Memory	0x50000020	4	readWrite	strong	
Factory	ADC1_TR2	0x0	Memory	0x50000024	4	readWrite	strong	
Factory	ADC1_TR3	0x0	Memory	0x50000028	4	readWrite	strong	
Factory	ADC1_SQR1	0x0	Memory	0x50000030	4	readWrite	strong	
Factory	ADC1_SQR2	0x0	Memory	0x50000034	4	readWrite	strong	
Factory	ADC1_SQR3	0x0	Memory	0x50000038	4	readWrite	strong	
Factory	ADC1_SQR4	0x0	Memory	0x5000003c	4	readWrite	strong	
Factory	ADC1_DR	0x0	Memory	0x50000040	4	readOnly	strong	
Factory	ADC1_JSQR	0x0	Memory	0x5000004c	4	readWrite	strong	
Factory	ADC1_OFR1	0x0	Memory	0x50000060	4	readWrite	strong	
Factory	ADC1_OFR2	0x0	Memory	0x50000064	4	readWrite	strong	
Factory	ADC1_OFR3	0x0	Memory	0x50000068	4	readWrite	strong	
Factory	ADC1_OFR4	0x0	Memory	0x5000006c	4	readWrite	strong	
Factory	ADC1_JDR1	0x0	Memory	0x50000080	4	readOnly	strong	
Factory	ADC1_JDR2	0x0	Memory	0x50000084	4	readOnly	strong	
Factory	ADC1_JDR3	0x0	Memory	0x50000088	4	readOnly	strong	
Factory	ADC1_JDR4	0x0	Memory	0x5000008c	4	readOnly	strong	
Factory	ADC1_AWD2CR	0x0	Memory	0x500000a0	4	readWrite	strong	
Factory	ADC1_AWD3CR	0x0	Memory	0x500000a4	4	readWrite	strong	
Factory	ADC1_DIFSEL	0x0	Memory	0x500000b0	4	readWrite	strong	
Factory	ADC1_CALFACT	0x0	Memory	0x500000b4	4	readWrite	strong	
Factory	ADC2_ISR	0x0	Memory	0x50000100	4	readWrite	strong	
Factory	ADC2_IER	0x0	Memory	0x50000104	4	readWrite	strong	
Factory	ADC2_CR	0x0	Memory	0x50000108	4	readWrite	strong	
Factory	ADC2_CFGR	0x0	Memory	0x5000010c	4	readWrite	strong	
Factory	ADC2_SMPR1	0x0	Memory	0x50000114	4	readWrite	strong	
Factory	ADC2_SMPR2	0x0	Memory	0x50000118	4	readWrite	strong	
Factory	ADC2_TR1	0x0	Memory	0x50000120	4	readWrite	strong	
Factory	ADC2_TR2	0x0	Memory	0x50000124	4	readWrite	strong	
Factory	ADC2_TR3	0x0	Memory	0x50000128	4	readWrite	strong	
Factory	ADC2_SQR1	0x0	Memory	0x50000130	4	readWrite	strong	
Factory	ADC2_SQR2	0x0	Memory	0x50000134	4	readWrite	strong	
Factory	ADC2_SQR3	0x0	Memory	0x50000138	4	readWrite	strong	
Factory	ADC2_SQR4	0x0	Memory	0x5000013c	4	readWrite	strong	
Factory	ADC2_DR	0x0	Memory	0x50000140	4	readOnly	strong	
Factory	ADC2_JSQR	0x0	Memory	0x5000014c	4	readWrite	strong	
Factory	ADC2_OFR1	0x0	Memory	0x50000160	4	readWrite	strong	
Factory	ADC2_OFR2	0x0	Memory	0x50000164	4	readWrite	strong	
Factory	ADC2_OFR3	0x0	Memory	0x50000168	4	readWrite	strong	
Factory	ADC2_OFR4	0x0	Memory	0x5000016c	4	readWrite	strong	
Factory	ADC2_JDR1	0x0	Memory	0x50000180	4	readOnly	strong	
Factory	ADC2_JDR2	0x0	Memory	0x50000184	4	readOnly	strong	
Factory	ADC2_JDR3	0x0	Memory	0x50000188	4	readOnly	strong	
Factory	ADC2_JDR4	0x0	Memory	0x5000018c	4	readOnly	strong	
Factory	ADC2_AWD2CR	0x0	Memory	0x500001a0	4	readWrite	strong	
Factory	ADC2_AWD3CR	0x0	Memory	0x500001a4	4	readWrite	strong	
Factory	ADC2_DIFSEL	0x0	Memory	0x500001b0	4	readWrite	strong	
Factory	ADC2_CALFACT	0x0	Memory	0x500001b4	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_CFGR1	0x0	Memory	0x40010000	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_EXTICR1	0x0	Memory	0x40010008	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_EXTICR2	0x0	Memory	0x4001000c	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_EXTICR3	0x0	Memory	0x40010010	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_EXTICR4	0x0	Memory	0x40010014	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_CFGR2	0x0	Memory	0x40010018	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_RCR	0x0	Memory	0x40010004	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_SYSCFG_CFGR3	0x0	Memory	0x40010050	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_OPAMP2_CSR	0x0	Memory	0x4001003c	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_COMP2_CSR	0x0	Memory	0x40010020	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_COMP4_CSR	0x0	Memory	0x40010028	4	readWrite	strong	
Factory	SYSCFG_COMP_OPAMP_COMP6_CSR	0x0	Memory	0x40010030	4	readWrite	strong	
Factory	TIM3_CR1	0x0	Memory	0x40000400	4	readWrite	strong	
Factory	TIM3_CR2	0x0	Memory	0x40000404	4	readWrite	strong	
Factory	TIM3_SMCR	0x0	Memory	0x40000408	4	readWrite	strong	
Factory	TIM3_DIER	0x0	Memory	0x4000040c	4	readWrite	strong	
Factory	TIM3_SR	0x0	Memory	0x40000410	4	readWrite	strong	
Factory	TIM3_EGR	0x0	Memory	0x40000414	4	writeOnly	strong	
Factory	TIM3_CCMR1_Output	0x0	Memory	0x40000418	4	readWrite	strong	
Factory	TIM3_CCMR1_Input	0x0	Memory	0x40000418	4	readWrite	strong	
Factory	TIM3_CCMR2_Output	0x0	Memory	0x4000041c	4	readWrite	strong	
Factory	TIM3_CCMR2_Input	0x0	Memory	0x4000041c	4	readWrite	strong	
Factory	TIM3_CCER	0x0	Memory	0x40000420	4	readWrite	strong	
Factory	TIM3_CNT	0x0	Memory	0x40000424	4	readWrite	strong	
Factory	TIM3_PSC	0x0	Memory	0x40000428	4	readWrite	strong	
Factory	TIM3_ARR	0x0	Memory	0x4000042c	4	readWrite	strong	
Factory	TIM3_CCR1	0x0	Memory	0x40000434	4	readWrite	strong	
Factory	TIM3_CCR2	0x0	Memory	0x40000438	4	readWrite	strong	
Factory	TIM3_CCR3	0x0	Memory	0x4000043c	4	readWrite	strong	
Factory	TIM3_CCR4	0x0	Memory	0x40000440	4	readWrite	strong	
Factory	TIM3_DCR	0x0	Memory	0x40000448	4	readWrite	strong	
Factory	TIM3_DMAR	0x0	Memory	0x4000044c	4	readWrite	strong	
Factory	CAN_MCR	0x10002	Memory	0x40006400	4	readWrite	strong	
Factory	CAN_MSR	0xc0a	Memory	0x40006404	4	readWrite	strong	
Factory	CAN_TSR	0x1c000000	Memory	0x40006408	4	readWrite	strong	
Factory	CAN_RF0R	0x0	Memory	0x4000640c	4	readWrite	strong	
Factory	CAN_RF1R	0x0	Memory	0x40006410	4	readWrite	strong	
Factory	CAN_IER	0x0	Memory	0x40006414	4	readWrite	strong	
Factory	CAN_ESR	0x0	Memory	0x40006418	4	readWrite	strong	
Factory	CAN_BTR	0x1230000	Memory	0x4000641c	4	readWrite	strong	
Factory	CAN_TI0R	0x0	Memory	0x40006580	4	readWrite	strong	
Factory	CAN_TDT0R	0x0	Memory	0x40006584	4	readWrite	strong	
Factory	CAN_TDL0R	0x0	Memory	0x40006588	4	readWrite	strong	
Factory	CAN_TDH0R	0x0	Memory	0x4000658c	4	readWrite	strong	
Factory	CAN_TI1R	0x0	Memory	0x40006590	4	readWrite	strong	
Factory	CAN_TDT1R	0x0	Memory	0x40006594	4	readWrite	strong	
Factory	CAN_TDL1R	0x0	Memory	0x40006598	4	readWrite	strong	
Factory	CAN_TDH1R	0x0	Memory	0x4000659c	4	readWrite	strong	
Factory	CAN_TI2R	0x0	Memory	0x400065a0	4	readWrite	strong	
Factory	CAN_TDT2R	0x0	Memory	0x400065a4	4	readWrite	strong	
Factory	CAN_TDL2R	0x0	Memory	0x400065a8	4	readWrite	strong	
Factory	CAN_TDH2R	0x0	Memory	0x400065ac	4	readWrite	strong	
Factory	CAN_RI0R	0x0	Memory	0x400065b0	4	readOnly	strong	
Factory	CAN_RDT0R	0x0	Memory	0x400065b4	4	readOnly	strong	
Factory	CAN_RDL0R	0x0	Memory	0x400065b8	4	readOnly	strong	
Factory	CAN_RDH0R	0x0	Memory	0x400065bc	4	readOnly	strong	
Factory	CAN_RI1R	0x0	Memory	0x400065c0	4	readOnly	strong	
Factory	CAN_RDT1R	0x0	Memory	0x400065c4	4	readOnly	strong	
Factory	CAN_RDL1R	0x0	Memory	0x400065c8	4	readOnly	strong	
Factory	CAN_RDH1R	0x0	Memory	0x400065cc	4	readOnly	strong	
Factory	CAN_FMR	0x2a1c0e01	Memory	0x40006600	4	readWrite	strong	
Factory	CAN_FM1R	0x0	Memory	0x40006604	4	readWrite	strong	
Factory	CAN_FS1R	0x0	Memory	0x4000660c	4	readWrite	strong	
Factory	CAN_FFA1R	0x0	Memory	0x40006614	4	readWrite	strong	
Factory	CAN_FA1R	0x0	Memory	0x4000661c	4	readWrite	strong	
Factory	CAN_F0R1	0x0	Memory	0x40006640	4	readWrite	strong	
Factory	CAN_F0R2	0x0	Memory	0x40006644	4	readWrite	strong	
Factory	CAN_F1R1	0x0	Memory	0x40006648	4	readWrite	strong	
Factory	CAN_F1R2	0x0	Memory	0x4000664c	4	readWrite	strong	
Factory	CAN_F2R1	0x0	Memory	0x40006650	4	readWrite	strong	
Factory	CAN_F2R2	0x0	Memory	0x40006654	4	readWrite	strong	
Factory	CAN_F3R1	0x0	Memory	0x40006658	4	readWrite	strong	
Factory	CAN_F3R2	0x0	Memory	0x4000665c	4	readWrite	strong	
Factory	CAN_F4R1	0x0	Memory	0x40006660	4	readWrite	strong	
Factory	CAN_F4R2	0x0	Memory	0x40006664	4	readWrite	strong	
Factory	CAN_F5R1	0x0	Memory	0x40006668	4	readWrite	strong	
Factory	CAN_F5R2	0x0	Memory	0x4000666c	4	readWrite	strong	
Factory	CAN_F6R1	0x0	Memory	0x40006670	4	readWrite	strong	
Factory	CAN_F6R2	0x0	Memory	0x40006674	4	readWrite	strong	
Factory	CAN_F7R1	0x0	Memory	0x40006678	4	readWrite	strong	
Factory	CAN_F7R2	0x0	Memory	0x4000667c	4	readWrite	strong	
Factory	CAN_F8R1	0x0	Memory	0x40006680	4	readWrite	strong	
Factory	CAN_F8R2	0x0	Memory	0x40006684	4	readWrite	strong	
Factory	CAN_F9R1	0x0	Memory	0x40006688	4	readWrite	strong	
Factory	CAN_F9R2	0x0	Memory	0x4000668c	4	readWrite	strong	
Factory	CAN_F10R1	0x0	Memory	0x40006690	4	readWrite	strong	
Factory	CAN_F10R2	0x0	Memory	0x40006694	4	readWrite	strong	
Factory	CAN_F11R1	0x0	Memory	0x40006698	4	readWrite	strong	
Factory	CAN_F11R2	0x0	Memory	0x4000669c	4	readWrite	strong	
Factory	CAN_F12R1	0x0	Memory	0x400066a0	4	readWrite	strong	
Factory	CAN_F12R2	0x0	Memory	0x400066a4	4	readWrite	strong	
Factory	CAN_F13R1	0x0	Memory	0x400066a8	4	readWrite	strong	
Factory	CAN_F13R2	0x0	Memory	0x400066ac	4	readWrite	strong	
Factory	CAN_F14R1	0x0	Memory	0x400066b0	4	readWrite	strong	
Factory	CAN_F14R2	0x0	Memory	0x400066b4	4	readWrite	strong	
Factory	CAN_F15R1	0x0	Memory	0x400066b8	4	readWrite	strong	
Factory	CAN_F15R2	0x0	Memory	0x400066bc	4	readWrite	strong	
Factory	CAN_F16R1	0x0	Memory	0x400066c0	4	readWrite	strong	
Factory	CAN_F16R2	0x0	Memory	0x400066c4	4	readWrite	strong	
Factory	CAN_F17R1	0x0	Memory	0x400066c8	4	readWrite	strong	
Factory	CAN_F17R2	0x0	Memory	0x400066cc	4	readWrite	strong	
Factory	CAN_F18R1	0x0	Memory	0x400066d0	4	readWrite	strong	
Factory	CAN_F18R2	0x0	Memory	0x400066d4	4	readWrite	strong	
Factory	CAN_F19R1	0x0	Memory	0x400066d8	4	readWrite	strong	
Factory	CAN_F19R2	0x0	Memory	0x400066dc	4	readWrite	strong	
Factory	CAN_F20R1	0x0	Memory	0x400066e0	4	readWrite	strong	
Factory	CAN_F20R2	0x0	Memory	0x400066e4	4	readWrite	strong	
Factory	CAN_F21R1	0x0	Memory	0x400066e8	4	readWrite	strong	
Factory	CAN_F21R2	0x0	Memory	0x400066ec	4	readWrite	strong	
Factory	CAN_F22R1	0x0	Memory	0x400066f0	4	readWrite	strong	
Factory	CAN_F22R2	0x0	Memory	0x400066f4	4	readWrite	strong	
Factory	CAN_F23R1	0x0	Memory	0x400066f8	4	readWrite	strong	
Factory	CAN_F23R2	0x0	Memory	0x400066fc	4	readWrite	strong	
